GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
XPO1	exportin 1	COSG34754	2	61704984	61765761	2p15	y	n	CLL			L	Dom	oncogene	Mis		n		1	XPO1,ENSG00000082898.12,O14980,7514,CRM1,emb
YAP1	Yes associated protein 1	COSG16647	11	101981192	102104154	11q22.2	y	n	cervical carcinoma, glioblastoma, meningioma			E, O		fusion, oncogene	A, T	MAML2	n		1	YAP1,ENSG00000137693.9,P46937,10413,YAP65
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	COSG48425	17	1247566	1303672	17p13.3	y	n	endometrial stromal sarcoma			M	Dom	TSG, fusion	T	NUTM2A, NUTM2B	y	Miller-Dieker lissencephaly syndrome	1	YWHAE,ENSG00000108953.12,P62258,7531,FLJ45465
ZBTB16	zinc finger and BTB domain containing 16	COSG47928	11	113930315	114121398	11q23.2	y	n	APL			L	Dom	TSG, fusion	T	RARA	n		1	ZBTB16,ENSG00000109906.9,Q05516,7704,PLZF
ZCCHC8	zinc finger CCHC-type containing 8	COSG632	12	122957417	122985518	12q24.31	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	n		2	ZCCHC8,ENSG00000033030.9,Q6NZY4,55596,DKFZp434E2220
ZEB1	zinc finger E-box binding homeobox 1	COSG10823	10	31607424	31818742	10p11.22	y	n	CCRCC, melanoma			E		oncogene	Mis		n		2	ZEB1,ENSG00000148516.17,P37275,6935,AREB6,BZP,FECD6,NIL-2-A,ZEB,Zfhep,Zfhx1a
ZFHX3	zinc finger homeobox 3	COSG53080	16	72816784	73093597	16q22.3	y	n	endometrial, gastric, prostate			E	Dom	TSG	Mis, N		n		1	ZFHX3,ENSG00000140836.10,Q15911,463,ZNF927
ZMYM2	zinc finger MYM-type containing 2	COSG30697	13	20532810	20665968	13q12.11	y	n	MPN, NHL			L	Dom	fusion	T	FGFR1	n		1	ZMYM2,ENSG00000121741.12,Q9UBW7,7750,FIM,MYM,RAMP
ZMYM3	zinc finger MYM-type containing 3	COSG16110	X	70459474	70474996	Xq13.1	y	n	CRC, breast cancer			E		TSG	F		n		2	ZMYM3,ENSG00000147130.10,Q14202,9203,DXS6673E,KIAA0385,MYM,ZNF198L2
ZNF331	zinc finger protein 331	COSG29648	19	54024235	54083523	19q13.42	y	n	follicular thyroid adenoma			E	Dom	TSG, fusion	T	?	n		1	ZNF331,ENSG00000130844.12,Q9NQX6,55422,RITA,ZNF361,ZNF463
ZNF384	zinc finger protein 384	COSG47235	12	6775643	6798738	12p13.31	y	n	ALL			L	Dom	fusion	T	EWSR1, TAF15	n		1	ZNF384,ENSG00000126746.13,Q8TF68,171017,CAGH1A,CIZ,NMP4,NP
ZNF429	zinc finger protein 429	COSG23150	19	21679484	21739072	19p12	y	n	GBM			O			Mis		n		2	ZNF429,ENSG00000197013.5,Q86V71,353088
ZNF479	zinc finger protein 479	COSG54765	7	57187321	57207571	7p11.2	y	n	lung cancer, bladder carcinoma, prostate carcinoma			E			Mis		n		2	ZNF479,ENSG00000185177.8,Q96JC4,90827,KR19
ZNF521	zinc finger protein 521	COSG13046	18	22641890	22932154	18q11.2	y	n	ALL			L	Dom	oncogene, fusion	T	PAX5	n		1	ZNF521,ENSG00000198795.6,Q96K83,25925,EHZF,Evi3
ZNRF3	zinc and ring finger 3	COSG19308	22	29279580	29453475	22q12.1	y	n	colorectal cancer, adrenocortical carcinoma, gastric cancer			E		TSG	N, F, Mis		n		2	ZNRF3,ENSG00000183579.11,Q9ULT6,84133,BK747E2.3,FLJ22057,KIAA1133,RNF203
ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	COSG17486	X	15808595	15841383	Xp22.2	y	n	MDS, CLL			L	Rec	TSG	F, S, Mis		n		1	ZRSR2,ENSG00000169249.8,Q15696,8233,U2AF1-RS2,URP,ZC3H22
